"ES"	"p_val"	"path"	"hits"	"hits_n"
"Physiological and pathological hypertrophy of the heart"	0.488100961468567	0.481914413935727	"Physiological and pathological hypertrophy of the heart"	"5600"	1
"miRNA regulation of DNA damage response"	-Inf	0.268758430701351	"miRNA regulation of DNA damage response"	""	0
"Vitamin D metabolism"	-Inf	1	"Vitamin D metabolism"	""	0
"Vitamin B12 metabolism"	-Inf	0.648894611059794	"Vitamin B12 metabolism"	""	0
"Angiogenesis"	-Inf	1	"Angiogenesis"	""	0
"Energy metabolism"	0.488100961468567	0.139159716049387	"Energy metabolism"	"3276;23082;10514"	3
"MicroRNAs in cardiomyocyte hypertrophy"	-2.53255850909753	0.532577790804356	"MicroRNAs in cardiomyocyte hypertrophy"	"3551"	1
"miRNAs involved in DNA damage response"	-Inf	0.265463955371778	"miRNAs involved in DNA damage response"	""	0
"Transcription factors regulate miRNAs related to cardiac hypertrophy"	-Inf	1	"Transcription factors regulate miRNAs related to cardiac hypertrophy"	""	0
"Type II diabetes mellitus"	0.603578178888503	0.437469831094306	"Type II diabetes mellitus"	"3551"	1
"Folate alcohol and cancer pathway hypotheses"	-Inf	1	"Folate alcohol and cancer pathway hypotheses"	""	0
"Heart development"	-Inf	0.638952030816827	"Heart development"	""	0
"Nicotine metabolism in liver cells"	-Inf	1	"Nicotine metabolism in liver cells"	""	0
"Fluoropyrimidine activity"	-Inf	1	"Fluoropyrimidine activity"	""	0
"Nicotine effect on dopaminergic neurons"	-Inf	1	"Nicotine effect on dopaminergic neurons"	""	0
"Nicotine effect on chromaffin cells"	-Inf	1	"Nicotine effect on chromaffin cells"	""	0
"Codeine and morphine metabolism"	-Inf	1	"Codeine and morphine metabolism"	""	0
"Eicosanoid synthesis"	-Inf	1	"Eicosanoid synthesis"	""	0
"Nuclear receptors"	-0.169011325008424	1	"Nuclear receptors"	"4929"	1
"TP53 network"	-Inf	1	"TP53 network"	""	0
"Folate metabolism"	-Inf	0.265747636630043	"Folate metabolism"	""	0
"Apoptosis modulation and signaling"	-1.55292630679149	0.521589278978252	"Apoptosis modulation and signaling"	"3551"	1
"Cell cycle"	-1.16018747462142	0.773759708378688	"Cell cycle"	"29882;29945"	2
"Proteasome degradation"	-Inf	0.416454231638017	"Proteasome degradation"	""	0
"Integrin mediated cell adhesion"	-1.51189903853143	0.529675890550942	"Integrin mediated cell adhesion"	"8874"	1
"Homologous recombination"	-Inf	1	"Homologous recombination"	""	0
"Peroxisomal beta oxidation of tetracosanoyl CoA"	-Inf	1	"Peroxisomal beta oxidation of tetracosanoyl CoA"	""	0
"Cori cycle"	-Inf	1	"Cori cycle"	""	0
"IL 1 signaling pathway"	0.0800162228314902	0.657590039528573	"IL 1 signaling pathway"	"11213;3551"	2
"Cholesterol biosynthesis pathway"	-Inf	1	"Cholesterol biosynthesis pathway"	""	0
"Integrated cancer pathway"	-Inf	0.634850321008739	"Integrated cancer pathway"	""	0
"Thyroxine thyroid hormone production"	0.488100961468567	0.495938057055114	"Thyroxine thyroid hormone production"	"65010"	1
"Sterol regulatory element binding proteins SREBP signaling"	-1.61881424244794	1	"Sterol regulatory element binding proteins SREBP signaling"	"84532"	1
"SRF and miRs in smooth muscle differentiation and proliferation"	-Inf	1	"SRF and miRs in smooth muscle differentiation and proliferation"	""	0
"Genes targeted by miRNAs in adipocytes"	-Inf	1	"Genes targeted by miRNAs in adipocytes"	""	0
"Effects of nitric oxide"	-Inf	1	"Effects of nitric oxide"	""	0
"Iron metabolism in placenta"	0.433653177446191	0.260051293505959	"Iron metabolism in placenta"	"48"	1
"SREBF and miR33 in cholesterol and lipid homeostasis"	-Inf	1	"SREBF and miR33 in cholesterol and lipid homeostasis"	""	0
"RANKL RANK signaling pathway"	0.281650084001141	0.392653813812437	"RANKL RANK signaling pathway"	"7186;3551"	2
"Cell differentiation expanded index"	-Inf	0.410753714945588	"Cell differentiation expanded index"	""	0
"Cell differentiation index"	-Inf	1	"Cell differentiation index"	""	0
"Thyroid stimulating hormone TSH signaling pathway"	-Inf	0.409245364275452	"Thyroid stimulating hormone TSH signaling pathway"	""	0
"Leptin signaling pathway"	-1.33502127644735	1	"Leptin signaling pathway"	"3551"	1
"Follicle stimulating hormone FSH signaling pathway"	-Inf	1	"Follicle stimulating hormone FSH signaling pathway"	""	0
"TNF related weak inducer of apoptosis TWEAK signaling pathway"	0.516115337638164	0.273803373269162	"TNF related weak inducer of apoptosis TWEAK signaling pathway"	"7186;3551"	2
"Prolactin signaling pathway"	0.281650084001141	0.453416316387379	"Prolactin signaling pathway"	"10401;2316;7409"	3
"Microtubule cytoskeleton regulation"	-Inf	0.636820547946559	"Microtubule cytoskeleton regulation"	""	0
"IL 7 signaling pathway"	-Inf	1	"IL 7 signaling pathway"	""	0
"Alzheimer 39 s disease and miRNA effects"	-1.47442433311277	0.123763817276396	"Alzheimer 39 s disease and miRNA effects"	"2906;7186;3551"	3
"Fatty acid omega oxidation"	-Inf	1	"Fatty acid omega oxidation"	""	0
"Neural crest differentiation"	-0.75397382572958	1	"Neural crest differentiation"	"83933;7020"	2
"IL 17 signaling pathway"	-0.0968615392525889	0.584069241241156	"IL 17 signaling pathway"	"3551"	1
"Type III interferon signaling"	1.6035781788885	0.239499634109527	"Type III interferon signaling"	"163702"	1
"Arrhythmogenic right ventricular cardiomyopathy"	-Inf	0.271324343518102	"Arrhythmogenic right ventricular cardiomyopathy"	""	0
"Endothelin pathways"	-Inf	1	"Endothelin pathways"	""	0
"IL 9 signaling pathway"	-Inf	1	"IL 9 signaling pathway"	""	0
"Thymic stromal lymphopoietin TSLP signaling pathway"	-Inf	0.62780372576023	"Thymic stromal lymphopoietin TSLP signaling pathway"	""	0
"Metastatic brain tumor"	-Inf	1	"Metastatic brain tumor"	""	0
"Pilocytic astrocytoma"	-Inf	1	"Pilocytic astrocytoma"	""	0
"Glioblastoma signaling pathways"	-1.23772407509244	0.727793197427534	"Glioblastoma signaling pathways"	"5582"	1
"Androgen receptor network in prostate cancer"	-1.94074233733531	0.373487195161171	"Androgen receptor network in prostate cancer"	"253260"	1
"Synaptic vesicle pathway"	-Inf	0.648894611059794	"Synaptic vesicle pathway"	""	0
"Pathogenic Escherichia coli infection"	-Inf	0.406008016465567	"Pathogenic Escherichia coli infection"	""	0
"Glial cell differentiation"	-Inf	1	"Glial cell differentiation"	""	0
"Drug induction of bile acid pathway"	-Inf	1	"Drug induction of bile acid pathway"	""	0
"Irinotecan pathway"	-Inf	1	"Irinotecan pathway"	""	0
"RalA downstream regulated genes"	-Inf	1	"RalA downstream regulated genes"	""	0
"Deregulation of Rab and Rab effector genes in bladder cancer"	-Inf	1	"Deregulation of Rab and Rab effector genes in bladder cancer"	""	0
"B cell receptor signaling pathway"	-0.618814242447945	1	"B cell receptor signaling pathway"	"7409;3551"	2
"TNF alpha signaling pathway"	0.0186156781673471	0.519304143908126	"TNF alpha signaling pathway"	"1326;7186;3551"	3
"AGE RAGE pathway"	-1.05938683383393	1	"AGE RAGE pathway"	"3551"	1
"Allograft rejection"	-Inf	0.179842249241296	"Allograft rejection"	""	0
"Interleukin 11 signaling pathway"	0.46062022504646	0.333976926363331	"Interleukin 11 signaling pathway"	"10401;3551"	2
"Trans sulfuration pathway"	-Inf	1	"Trans sulfuration pathway"	""	0
"miRNA biogenesis"	-Inf	1	"miRNA biogenesis"	""	0
"Corticotropin releasing hormone signaling pathway"	-0.844882321927791	1	"Corticotropin releasing hormone signaling pathway"	"7020;4929"	2
"Parkin ubiquitin proteasomal system pathway"	-Inf	0.266887208985971	"Parkin ubiquitin proteasomal system pathway"	""	0
"Adipogenesis"	-Inf	0.052247268144804	"Adipogenesis"	""	0
"Gastric cancer network 1"	-Inf	1	"Gastric cancer network 1"	""	0
"Gastric cancer network 2"	-Inf	1	"Gastric cancer network 2"	""	0
"Butyrate induced histone acetylation"	-Inf	1	"Butyrate induced histone acetylation"	""	0
"Histone modifications"	-1.30331241672002	1	"Histone modifications"	"9869"	1
"Parkinson 39 s disease pathway"	-0.169011325008424	1	"Parkinson 39 s disease pathway"	"5600"	1
"Oncostatin M signaling pathway"	-0.0209126860192903	0.663857235864785	"Oncostatin M signaling pathway"	"10401;253260"	2
"Brain derived neurotrophic factor BDNF signaling pathway"	-2.07824586108524	0.188302223160532	"Brain derived neurotrophic factor BDNF signaling pathway"	"3551"	1
"Peptide GPCRs"	-Inf	0.268758430701351	"Peptide GPCRs"	""	0
"Cardiac progenitor differentiation"	-Inf	0.405006776488747	"Cardiac progenitor differentiation"	""	0
"One carbon metabolism"	-Inf	1	"One carbon metabolism"	""	0
"Spinal cord injury"	-Inf	0.0801018365749709	"Spinal cord injury"	""	0
"Quercetin and Nf kB AP 1 induced apoptosis"	0.866612584722297	0.354804426410047	"Quercetin and Nf kB AP 1 induced apoptosis"	"3551"	1
"Dopamine metabolism"	-Inf	1	"Dopamine metabolism"	""	0
"Alpha 6 beta 4 signaling pathway"	-Inf	1	"Alpha 6 beta 4 signaling pathway"	""	0
"Retinoblastoma gene in cancer"	-2.22931183527624	0.735041281936287	"Retinoblastoma gene in cancer"	"5427"	1
"Amyotrophic lateral sclerosis ALS "	-Inf	0.626520155293925	"Amyotrophic lateral sclerosis ALS "	""	0
"TCA cycle and deficiency of pyruvate dehydrogenase complex PDHc "	1.8666125847223	0.0679128431583061	"TCA cycle and deficiency of pyruvate dehydrogenase complex PDHc "	"5160;48"	2
"HIF1A and PPARG regulation of glycolysis"	-Inf	1	"HIF1A and PPARG regulation of glycolysis"	""	0
"Small ligand GPCRs"	-Inf	1	"Small ligand GPCRs"	""	0
"NAD biosynthesis II from tryptophan "	-Inf	1	"NAD biosynthesis II from tryptophan "	""	0
"Diclofenac metabolic pathway"	-Inf	1	"Diclofenac metabolic pathway"	""	0
"Nanomaterial induced apoptosis"	-Inf	1	"Nanomaterial induced apoptosis"	""	0
"Nanoparticle triggered autophagic cell death"	-Inf	1	"Nanoparticle triggered autophagic cell death"	""	0
"Nanoparticle triggered regulated necrosis"	-Inf	1	"Nanoparticle triggered regulated necrosis"	""	0
"ATM signaling pathway"	-Inf	0.62780372576023	"ATM signaling pathway"	""	0
"Trans sulfuration one carbon metabolism and related pathways"	-Inf	0.265463955371778	"Trans sulfuration one carbon metabolism and related pathways"	""	0
"PDGF pathway"	-0.366048172067978	1	"PDGF pathway"	"7409"	1
"Glycerophospholipid biosynthetic pathway"	-Inf	1	"Glycerophospholipid biosynthetic pathway"	""	0
"Colchicine metabolic pathway"	-Inf	1	"Colchicine metabolic pathway"	""	0
"Apoptosis"	-0.411372162577468	1	"Apoptosis"	"7186;3551"	2
"Sulindac metabolic pathway"	-Inf	1	"Sulindac metabolic pathway"	""	0
"Polycystic kidney disease pathway"	-1.33502127644735	0.730468712924748	"Polycystic kidney disease pathway"	"3551"	1
"Primary focal segmental glomerulosclerosis FSGS "	-Inf	0.267733689842941	"Primary focal segmental glomerulosclerosis FSGS "	""	0
"T cell receptor and co stimulatory signaling"	-Inf	1	"T cell receptor and co stimulatory signaling"	""	0
"Aryl hydrocarbon receptor pathway"	-1.69410236975218	0.724502319445214	"Aryl hydrocarbon receptor pathway"	"84722"	1
"Gastric acid production"	-Inf	1	"Gastric acid production"	""	0
"S1P receptor signal transduction"	-Inf	1	"S1P receptor signal transduction"	""	0
"Ebstein Barr virus LMP1 signaling"	0.0592576626646929	0.467502351028592	"Ebstein Barr virus LMP1 signaling"	"3551"	1
"Common pathways underlying drug addiction"	-0.426169164505549	1	"Common pathways underlying drug addiction"	"5582"	1
"Interleukin 1 IL 1 structural pathway"	1.10107783835932	0.14546100385382	"Interleukin 1 IL 1 structural pathway"	"1326;5600;3551"	3
"Aripiprazole metabolic pathway"	-Inf	1	"Aripiprazole metabolic pathway"	""	0
"Nanoparticle mediated activation of receptor signaling"	0.381185757552055	0.535781322461251	"Nanoparticle mediated activation of receptor signaling"	"5600"	1
"Heroin metabolism"	-Inf	1	"Heroin metabolism"	""	0
"Lidocaine metabolism"	-Inf	1	"Lidocaine metabolism"	""	0
"Notch signaling"	-0.270890939027638	1	"Notch signaling"	"23220"	1
"Blood clotting cascade"	-Inf	1	"Blood clotting cascade"	""	0
"Cardiac hypertrophic response"	-0.788739243890257	1	"Cardiac hypertrophic response"	"3551"	1
"Selenium metabolism and selenoproteins"	-Inf	0.638952030816827	"Selenium metabolism and selenoproteins"	""	0
"exRNA mechanism of action and biogenesis"	-Inf	1	"exRNA mechanism of action and biogenesis"	""	0
"Complement system"	-Inf	0.186932623139138	"Complement system"	""	0
"Mammary gland development pathway Embryonic development Stage 1 of 4 "	-Inf	1	"Mammary gland development pathway Embryonic development Stage 1 of 4 "	""	0
"Mammary gland development pathway Puberty Stage 2 of 4 "	-Inf	1	"Mammary gland development pathway Puberty Stage 2 of 4 "	""	0
"Mammary gland development pathway Involution Stage 4 of 4 "	-Inf	1	"Mammary gland development pathway Involution Stage 4 of 4 "	""	0
"Felbamate metabolism"	-Inf	1	"Felbamate metabolism"	""	0
"Mammary gland development pathway Pregnancy and lactation Stage 3 of 4 "	-Inf	1	"Mammary gland development pathway Pregnancy and lactation Stage 3 of 4 "	""	0
"Cocaine metabolism"	-Inf	1	"Cocaine metabolism"	""	0
"Bladder cancer"	-Inf	0.62780372576023	"Bladder cancer"	""	0
"Hair follicle development organogenesis part 2 of 3"	-Inf	1	"Hair follicle development organogenesis part 2 of 3"	""	0
"Hair follicle development cytodifferentiation part 3 of 3"	-Inf	0.177096786659007	"Hair follicle development cytodifferentiation part 3 of 3"	""	0
"PCSK9 mediated LDL receptor degradation"	-Inf	1	"PCSK9 mediated LDL receptor degradation"	""	0
"Pluripotent stem cell differentiation pathway"	-Inf	0.641234659590265	"Pluripotent stem cell differentiation pathway"	""	0
"Hematopoietic stem cell differentiation"	-0.220850256528042	0.67043493915569	"Hematopoietic stem cell differentiation"	"1437;7409"	2
"Endoderm differentiation"	-Inf	0.034801654511879	"Endoderm differentiation"	""	0
"Gene regulatory network modeling somitogenesis "	-Inf	1	"Gene regulatory network modeling somitogenesis "	""	0
"Dopaminergic neurogenesis"	-0.0209126860192903	0.560585221086117	"Dopaminergic neurogenesis"	"4929"	1
"Mesodermal commitment pathway"	-Inf	0.0354567375870357	"Mesodermal commitment pathway"	""	0
"Ectoderm differentiation"	-1.04986405971542	0.594992507488423	"Ectoderm differentiation"	"83933;7020"	2
"IL 3 signaling pathway"	-0.718349915998859	1	"IL 3 signaling pathway"	"7409"	1
"Apoptosis related network due to altered Notch3 in ovarian cancer"	-Inf	0.405006776488747	"Apoptosis related network due to altered Notch3 in ovarian cancer"	""	0
"IL1 and megakaryocytes in obesity"	-Inf	1	"IL1 and megakaryocytes in obesity"	""	0
"TCA cycle nutrient use and invasiveness of ovarian cancer"	-Inf	1	"TCA cycle nutrient use and invasiveness of ovarian cancer"	""	0
"Extracellular vesicle mediated signaling in recipient cells"	-Inf	1	"Extracellular vesicle mediated signaling in recipient cells"	""	0
"Liver X receptor pathway"	-Inf	1	"Liver X receptor pathway"	""	0
"Constitutive androstane receptor pathway"	-Inf	1	"Constitutive androstane receptor pathway"	""	0
"Pregnane X receptor pathway"	-Inf	1	"Pregnane X receptor pathway"	""	0
"Vitamin D receptor pathway"	-2.38888814842609	0.0656957894458728	"Vitamin D receptor pathway"	"3868"	1
"PPAR alpha pathway"	-Inf	1	"PPAR alpha pathway"	""	0
"Farnesoid X receptor pathway"	-Inf	1	"Farnesoid X receptor pathway"	""	0
"Nod like receptor NLR signaling pathway"	2.01861567816735	0.218379703294344	"Nod like receptor NLR signaling pathway"	"3551"	1
"Glucocorticoid receptor pathway"	-1.18649875173727	1	"Glucocorticoid receptor pathway"	"5142"	1
"Estrogen receptor pathway"	-Inf	1	"Estrogen receptor pathway"	""	0
"Nuclear receptors meta pathway"	-2.64434933455508	0.0188603518649487	"Nuclear receptors meta pathway"	"5142;55630"	2
"NRF2 pathway"	-1.99136841040528	0.18863412538691	"NRF2 pathway"	"55630"	1
"Oxytocin signaling"	-Inf	1	"Oxytocin signaling"	""	0
"Myometrial relaxation and contraction pathways"	-0.575224973900262	0.801462237435455	"Myometrial relaxation and contraction pathways"	"196883;5142;5582"	3
"Differentiation of white and brown adipocyte"	-Inf	1	"Differentiation of white and brown adipocyte"	""	0
"miRNA targets in ECM and membrane receptors"	-Inf	0.626520155293925	"miRNA targets in ECM and membrane receptors"	""	0
"Interactome of polycomb repressive complex 2 PRC2 "	-Inf	1	"Interactome of polycomb repressive complex 2 PRC2 "	""	0
"DDX1 as a regulatory component of the Drosha microprocessor"	-Inf	1	"DDX1 as a regulatory component of the Drosha microprocessor"	""	0
"Hypoxia mediated EMT and stemness"	-Inf	1	"Hypoxia mediated EMT and stemness"	""	0
"Nuclear receptors in lipid metabolism and toxicity"	-Inf	1	"Nuclear receptors in lipid metabolism and toxicity"	""	0
"Transcriptional activation by NRF2 in response to phytochemicals"	-Inf	1	"Transcriptional activation by NRF2 in response to phytochemicals"	""	0
"Kit receptor signaling pathway"	-0.855853439748794	1	"Kit receptor signaling pathway"	"7409"	1
"Focal adhesion"	0.129646990556091	0.660004093030593	"Focal adhesion"	"2317;2316;5753;7409;6725;5582"	6
"Ketone bodies synthesis and degradation"	-Inf	1	"Ketone bodies synthesis and degradation"	""	0
"Hepatocyte growth factor receptor signaling"	-Inf	1	"Hepatocyte growth factor receptor signaling"	""	0
"Fas ligand pathway and stress induction of heat shock proteins"	-Inf	0.631436299139494	"Fas ligand pathway and stress induction of heat shock proteins"	""	0
"Osteoblast signaling"	-Inf	1	"Osteoblast signaling"	""	0
"Triacylglyceride synthesis"	-Inf	1	"Triacylglyceride synthesis"	""	0
"Copper homeostasis"	-0.694102369752182	1	"Copper homeostasis"	"54739"	1
"Overview of nanoparticle effects"	0.940613166166074	0.405751239366149	"Overview of nanoparticle effects"	"4798"	1
"EV release from cardiac cells and their functional effects"	-Inf	1	"EV release from cardiac cells and their functional effects"	""	0
"Melatonin metabolism and effects"	-0.0209126860192903	1	"Melatonin metabolism and effects"	"5187"	1
"let 7 inhibition of ES cell reprogramming"	-Inf	1	"let 7 inhibition of ES cell reprogramming"	""	0
"Dual hijack model of Vif in HIV infection"	-Inf	1	"Dual hijack model of Vif in HIV infection"	""	0
"MFAP5 mediated ovarian cancer cell motility and invasiveness"	-Inf	1	"MFAP5 mediated ovarian cancer cell motility and invasiveness"	""	0
"eIF5A regulation in response to inhibition of the nuclear export system"	-Inf	1	"eIF5A regulation in response to inhibition of the nuclear export system"	""	0
"RAC1 PAK1 p38 MMP2 pathway"	-0.0782458610852421	0.706354108786734	"RAC1 PAK1 p38 MMP2 pathway"	"5600;3551"	2
"GPCRs class B secretin like"	0.544684489834935	0.481914413935727	"GPCRs class B secretin like"	"2696"	1
"Ovarian infertility"	-Inf	0.626260545679217	"Ovarian infertility"	""	0
"FTO obesity variant mechanism"	-Inf	1	"FTO obesity variant mechanism"	""	0
"Evolocumab mechanism to reduce LDL cholesterol"	-Inf	1	"Evolocumab mechanism to reduce LDL cholesterol"	""	0
"NOTCH1 regulation of endothelial cell calcification"	-Inf	1	"NOTCH1 regulation of endothelial cell calcification"	""	0
"Initiation of transcription and translation elongation at the HIV 1 LTR"	-Inf	1	"Initiation of transcription and translation elongation at the HIV 1 LTR"	""	0
"G protein signaling pathways"	0.955879922819384	0.0992110402299993	"G protein signaling pathways"	"196883;5142;5582;9138;2793"	5
"Pre implantation embryo"	-Inf	0.409245364275452	"Pre implantation embryo"	""	0
"Zinc homeostasis"	-0.237724075092439	1	"Zinc homeostasis"	"55630"	1
"Fatty acid biosynthesis"	-Inf	1	"Fatty acid biosynthesis"	""	0
"Methionine de novo and salvage pathway"	-Inf	1	"Methionine de novo and salvage pathway"	""	0
"MECP2 and associated Rett syndrome"	-Inf	0.269956833274121	"MECP2 and associated Rett syndrome"	""	0
"Cytosine methylation"	-Inf	1	"Cytosine methylation"	""	0
"Sleep regulation"	-Inf	0.626520155293925	"Sleep regulation"	""	0
"MicroRNA for targeting cancer growth and vascularization in glioblastoma"	-Inf	1	"MicroRNA for targeting cancer growth and vascularization in glioblastoma"	""	0
"Circadian rhythm genes"	-1.02739671958949	0.379521693916492	"Circadian rhythm genes"	"5582;5187;10514"	3
"mir 124 predicted interactions with cell cycle and differentiation "	2.6035781788885	0.151451697203768	"mir 124 predicted interactions with cell cycle and differentiation "	"55437"	1
"miR 517 relationship with ARCN1 and USP1"	-Inf	1	"miR 517 relationship with ARCN1 and USP1"	""	0
"Transcription factor regulation in adipogenesis"	-Inf	1	"Transcription factor regulation in adipogenesis"	""	0
"Lipid particles composition"	-Inf	1	"Lipid particles composition"	""	0
"Photodynamic therapy induced AP 1 survival signaling"	0.330559684482087	0.402217817556858	"Photodynamic therapy induced AP 1 survival signaling"	"5600;7186"	2
"Photodynamic therapy induced NFE2L2 NRF2 survival signaling"	0.488100961468567	0.467502351028592	"Photodynamic therapy induced NFE2L2 NRF2 survival signaling"	"5600"	1
"Photodynamic therapy induced unfolded protein response"	-Inf	1	"Photodynamic therapy induced unfolded protein response"	""	0
"Photodynamic therapy induced HIF 1 survival signaling"	-0.237724075092439	1	"Photodynamic therapy induced HIF 1 survival signaling"	"5160"	1
"Photodynamic therapy induced NF kB survival signaling"	0.729109060972362	0.243551842338352	"Photodynamic therapy induced NF kB survival signaling"	"1437;3551"	2
"Lung fibrosis"	-0.811459320390341	1	"Lung fibrosis"	"1437"	1
"Gut liver indole metabolism "	-Inf	1	"Gut liver indole metabolism "	""	0
"Wnt signaling pathway"	-0.483884662361836	1	"Wnt signaling pathway"	"5582"	1
"NAD metabolism sirtuins and aging"	-Inf	1	"NAD metabolism sirtuins and aging"	""	0
"Caffeine and theobromine metabolism"	-Inf	1	"Caffeine and theobromine metabolism"	""	0
"Insulin signaling in adipocytes normal condition "	-Inf	1	"Insulin signaling in adipocytes normal condition "	""	0
"Insulin signaling in adipocytes diabetic condition "	-Inf	1	"Insulin signaling in adipocytes diabetic condition "	""	0
"IL6 signaling pathway"	-0.765655630777216	1	"IL6 signaling pathway"	"7409"	1
"Imatinib and chronic myeloid leukemia"	-Inf	1	"Imatinib and chronic myeloid leukemia"	""	0
"NAD metabolism"	-Inf	1	"NAD metabolism"	""	0
"NAD biosynthetic pathways"	-Inf	1	"NAD biosynthetic pathways"	""	0
"Hepatitis C and hepatocellular carcinoma"	-Inf	0.406864248658786	"Hepatitis C and hepatocellular carcinoma"	""	0
"Pathways affected in adenoid cystic carcinoma"	0.0592576626646929	0.695208565967423	"Pathways affected in adenoid cystic carcinoma"	"23135;23220"	2
"Hypothetical craniofacial development pathway"	2.01861567816735	0.196675858055853	"Hypothetical craniofacial development pathway"	"7020"	1
"Interleukin 1 induced activation of NF kB"	-Inf	1	"Interleukin 1 induced activation of NF kB"	""	0
"Hematopoietic stem cell gene regulation by GABP alpha beta complex"	-Inf	1	"Hematopoietic stem cell gene regulation by GABP alpha beta complex"	""	0
"Wnt beta catenin signaling pathway in leukemia"	-Inf	1	"Wnt beta catenin signaling pathway in leukemia"	""	0
"TGF beta signaling pathway"	-Inf	0.0528733671882637	"TGF beta signaling pathway"	""	0
"Regulation of Wnt B catenin signaling by small molecule compounds"	-Inf	1	"Regulation of Wnt B catenin signaling by small molecule compounds"	""	0
"Metabolism of dichloroethylene by CYP450"	-Inf	1	"Metabolism of dichloroethylene by CYP450"	""	0
"Hypothesized pathways in pathogenesis of cardiovascular disease"	1.43365317744619	0.145346979070443	"Hypothesized pathways in pathogenesis of cardiovascular disease"	"2316;2201"	2
"Interactions between LOXL4 and oxidative stress pathway"	-Inf	1	"Interactions between LOXL4 and oxidative stress pathway"	""	0
"lncRNA mediated mechanisms of therapeutic resistance"	-Inf	1	"lncRNA mediated mechanisms of therapeutic resistance"	""	0
"Tgif disruption of Shh signaling"	-Inf	1	"Tgif disruption of Shh signaling"	""	0
"BDNF TrkB signaling"	-Inf	1	"BDNF TrkB signaling"	""	0
"Amplification and expansion of oncogenic pathways as metastatic traits"	-Inf	1	"Amplification and expansion of oncogenic pathways as metastatic traits"	""	0
"Cell type dependent selectivity of CCK2R signaling"	-Inf	1	"Cell type dependent selectivity of CCK2R signaling"	""	0
"Mitochondrial long chain fatty acid beta oxidation"	-Inf	1	"Mitochondrial long chain fatty acid beta oxidation"	""	0
"Physico chemical features and toxicity associated pathways"	-Inf	0.426515409321505	"Physico chemical features and toxicity associated pathways"	""	0
"MAPK signaling pathway"	0.199855992837494	0.549318270467932	"MAPK signaling pathway"	"1326;6789;5600;2317;2316;5582;7186;3551"	8
"Striated muscle contraction pathway"	-0.0593868338339261	1	"Striated muscle contraction pathway"	"8557"	1
"Apoptosis modulation by HSP70"	-Inf	1	"Apoptosis modulation by HSP70"	""	0
"PI3K AKT mTOR signaling pathway and therapeutic opportunities in prostate cancer"	0.0592576626646929	0.584069241241156	"PI3K AKT mTOR signaling pathway and therapeutic opportunities in prostate cancer"	"253260"	1
"Canonical and non canonical Notch signaling"	-Inf	1	"Canonical and non canonical Notch signaling"	""	0
"MAPK and NFkB signaling pathways inhibited by Yersinia YopJ"	1.28165008400114	0.280049907194988	"MAPK and NFkB signaling pathways inhibited by Yersinia YopJ"	"3551"	1
"Factors and pathways affecting insulin like growth factor IGF1 Akt signaling"	-0.169011325008424	1	"Factors and pathways affecting insulin like growth factor IGF1 Akt signaling"	"253260"	1
"TLR4 signaling and tolerance"	1.18854067960966	0.174026333747923	"TLR4 signaling and tolerance"	"11213;3551"	2
"ERK pathway in Huntington 39 s disease"	-Inf	1	"ERK pathway in Huntington 39 s disease"	""	0
"Toll like receptor signaling related to MyD88"	0.0186156781673468	0.572487755552475	"Toll like receptor signaling related to MyD88"	"3551"	1
